Text,Numerical Rating
"These levels are much higher than at any time during the last 800,000 years, the period for which reliable data have been collected from ice cores.",3
The sharp acceleration in CO 2 emissions since 2000 to more than a 3% increase per year (more than 2 ppm per year) from 1.1% per year during the 1990s is attributable to the lapse of formerly declining trends in carbon intensity of both developing and developed nations.,3
"Human activities emit about 29 billion tons of carbon dioxide per year, while volcanoes emit between 0.2 and 0.3 billion tons.",3
"The oceans act as an enormous carbon sink, and have taken up about a third of CO 2 emitted by human activity.",3
"Presently, oceans are CO2 sinks, and represent the largest active carbon sink on Earth, absorbing more than a quarter of the carbon dioxide that humans put into the air.",3
"In the modern era, emissions to the atmosphere from volcanoes are approximately 0.645 billion tonnes of CO 2 per year, whereas humans contribute 29 billion tonnes of CO 2 each year.",3
"This increase has occurred despite the uptake of more than half of the emissions by various natural ""sinks"" involved in the carbon cycle.",3
"According to the Intergovernmental Panel on Climate Change (IPCC), it is ""extremely likely"" that human influence was the dominant cause of global warming between 1951 and 2010.",3
"The Intergovernmental Panel on Climate Change (IPCC) is an intergovernmental body of the United Nations that is dedicated to providing the world with objective, scientific information relevant to understanding the scientific basis of the risk of human-induced climate change, its natural, political, and economic impacts and risks, and possible response options.",3
"Since the mid-20th century, most of the observed warming is ""likely"" (greater than 66% probability, based on expert judgement) due to human activities.",3
"""The work of the Intergovernmental Panel on Climate Change (IPCC) represents the consensus of the international scientific community on climate change science.",3
"In it, the IUGG concurs with the ""comprehensive and widely accepted and endorsed scientific assessments carried out by the Intergovernmental Panel on Climate Change and regional and national bodies, which have firmly established, on the basis of scientific evidence, that human activities are the primary cause of recent climate change"".",3
"The choice of authors aims for a range of views, expertise and geographical representation, ensuring representation of experts from developing and developed countries and countries with economies in transition.",3
The IPCC was tasked with reviewing peer-reviewed scientific literature and other relevant publications to provide information on the state of knowledge about climate change.,3
Lead authors of IPCC reports assess the available information about climate change based on published sources.,3
"Rather, it assesses published literature, including peer-reviewed and non-peer-reviewed sources.",3
"According to IPCC guidelines, authors should give priority to peer-reviewed sources.",3
"Increases in atmospheric concentrations of CO 2 and other long-lived greenhouse gases such as methane, nitrous oxide and ozone have correspondingly strengthened their absorption and emission of infrared radiation, causing the rise in average global temperature since the mid-20th century.",3
"At the end of an ice age, warming from increased CO 2 would increase the amount of water vapour, amplifying its effect in a feedback process.",3
Water vapor responds to and amplifies effects of the other greenhouse gases.,3
"Because water vapor is a greenhouse gas, this results in further warming and so is a ""positive feedback"" that amplifies the original warming.",3
That’s important because water vapor is a greenhouse gas just like carbon dioxide and methane.,3
"A design with too much equator-facing glass can result in excessive winter, spring, or fall day heating, uncomfortably bright living spaces at certain times of the year, and excessive heat transfer on winter nights and summer days.",3
This will then radiate heat into the building in the evening.,3
Those bands bring strong localized snowfall which can be understood as follows: Large water bodies such as lakes efficiently store heat that results in significant temperature differences (larger than 13 °C or 23 °F) between the water surface and the air above.,3
