Text,Textual Rating,Numerical Rating,Review Publisher,FactCheck URL,Claim Date,Claimant,Original article URL (Huimei and Samyak),Original text (Huimei and Samyak),Original article URL Notes (Huimei and Samyak),Notes for Video (Huimei and Samyak),errors
Video shows geoengineering operation blocking the sun,False,1,USA Today,https://www.usatoday.com/story/news/factcheck/2023/04/20/fact-check-false-claim-video-shows-ongoing-geoengineering/11687577002/,2023-04-16T00:00:00Z,Social media,https://www.instagram.com/p/CrGvlHwpA1Y/,.,video,,
Extreme climate events are decreasing in severity,False,1,USA Today,https://www.usatoday.com/story/news/factcheck/2023/03/23/fact-check-extreme-weather-events-becoming-more-severe-not-less/11488007002/,2023-03-11T00:00:00Z,Social media,https://www.instagram.com/p/Cpq-dNGAhuk/,"This keeps posting without the caption for some reason 🤔
 **
 Full interview LINKED IN BIO
 **Update— Instagram has now blocked access to our linktr.ee for linking to this interview and restricted account access until it was removed, working on a work-around fix**
 **
 #randallcarlson #mikeadamsthehealthranger
 What #climatecrisis ?",video,,
Climate change is ‘actually geoengineering’; weather modified by chemtrails,False,1,USA Today,https://www.usatoday.com/story/news/factcheck/2023/02/28/fact-check-false-claim-geoengineering-behind-climate-change-chemtrails/11360545002/,2023-02-16T00:00:00Z,Social media,https://www.instagram.com/p/CovwjWQLlYn/?utm_source=ig_embed&ig_rid=aec26860-627d-402c-bb36-864920a4042e,.,image,,
NASA Antarctic ice sheet study shows global warming is a 'con',False,1,USA Today,https://www.usatoday.com/story/news/factcheck/2023/03/24/fact-check-antarctic-ice-sheet-mass-study-shows-global-warming/11360093002/,2022-12-31T00:00:00Z,Social media,https://www.facebook.com/LordCMBaksa/posts/pfbid0NHqZBpF3izU4FnxDZu91Mf3uJajssEeXzWieKNyp3ttwLvKD866Fdfju7chDGVcVl,"Let's have a little truth about global warming. 
 It's a con. Promoted by the media!!!
 NASA study shows Antarctica's ice sheet is growing much faster than any attrition. 
 This 2016 study has largely been obscured and forgotten in a global warming hysteria, that has overwhelmed the thinking of so many impressionable people.",.,,
‘No correlation’ between carbon dioxide emissions and the climate,False,1,USA Today,https://www.usatoday.com/story/news/factcheck/2023/02/27/fact-check-scientists-say-carbon-dioxide-levels-affect-climate/11275148002/,2023-02-10T00:00:00Z,Social media,https://www.instagram.com/p/Cofa8U9vzc5/?utm_source=ig_embed&ig_rid=5690a28c-40e8-44b1-bd9c-246e8bc4e791,.,image,,
"Hillary Clinton said, ‘It’s time to ban cash to fight climate change",False,1,USA Today,https://www.usatoday.com/story/news/factcheck/2023/02/24/fact-check-false-claim-hillary-clinton-proposed-banning-cash/11326959002/,2023-02-12T00:00:00Z,Social media,https://newspunch.com/hillary-clinton-its-time-to-ban-cash-to-fight-climate-change/,.,.,,
Earth's inner core is responsible for recent climate change trends,False,1,USA Today,https://www.usatoday.com/story/news/factcheck/2023/02/14/fact-check-climate-change-caused-humans-not-earths-core/11177275002/,2023-01-27T00:00:00Z,Social media,https://www.facebook.com/okiethewatchman/posts/549791280515302?__xts__[0]=68.ARBOiM5aciHz8iJxnEgbj_3ZRJwF45L9tSO2BD1hEjoCzJAjWOjnE5JdbCHGJKRIeLhOLoamjvz1zgfgzZ2LvGt-KGmiM_7DDFEp3RHHS9_QtDMurQga4Dd0f5zIYfSwKInhq-ojLOMMavSEkxCePkXr2xet8s2g7CR1DEuhG-vpMuZ-KZtsQmV5I_7Wa-2Ta7Mg-IoH1yKb-RVCCVWQCrg2jsdoCzG46c2-MJPUTcRG530Yzq8xAIckxMPMi7Aw3tkZUo1GUW2ZgvXekbFJkvUadkeb,"Ok, so here is the deal about the inner core article. This process happens every 700 years to our Earth. The inner core is spinning differently then outer Earth and it actually stopped then reversed which is do to with magnetism in our core with relationship to our Sun’s magnetism. Is it the end of the World? No. It’s just the start of a new cycle of our Earth and it really explains why we have a cycle of seismic and volcanic eruptions. Also explains why we have climate change too. Could this lead to an increase in seismic and volcanic activity. Yes because our Earth’s outer part will have to catch with the inner core and this will cause faster plate movements which we are witnessing now. So no it’s not the end of the World. It’s just beginning it’s new cycle and it doesn’t mean the pole shit is imminent. This is a process and it takes time to go through that process. Our Earth is slower than most planets when it comes to rotation and certain cycles. So it’s going to be years before anything really bad happens to Earth but yes, we will see increases in things. You just have to go back to the last cycle from 1700s to 1900s to see what I’m talking about. Then go back before that and you will see the cycle. It’s all connected to our Sun. I hope this helps. Much love. ~Kulas~",.,,
"Post implies climate change is 'cyclical,' not caused by humans",Missing Context,2,USA Today,https://www.usatoday.com/story/news/factcheck/2023/02/10/fact-check-co-2-responsible-global-warming-not-earth-cycles/11156725002/,2023-02-26T00:00:00Z,Social media,https://www.instagram.com/p/Cn4enUjr1Pi/?utm_source=ig_embed&ig_rid=fdc742dc-14ef-4404-8f32-018bc5a49e01,"... Earth is on a 100,000 year Time/Temp clock ... and we’re right on time. Yep, climate change is a thing, but it’s boringly predictable 😎 ML",image,,
'Climate history' graph shows temps at 'lower end of the historical range',False,1,USA Today,https://www.usatoday.com/story/news/factcheck/2023/02/06/fact-check-false-claim-graph-shows-earth-colder-than-1-000-years-ago/11120906002/,2023-01-14T00:00:00Z,Social media,https://twitter.com/ClimateThere/status/1614301669428174851,Per Andy Howlett “How can anyone see this chart and seriously still be brainwashed into believing that we are at the end of days? It's very basic stuff”.,image,,
'15-minute cities' are really 'climate change lockdowns',False,1,USA Today,https://www.usatoday.com/story/news/factcheck/2023/02/06/fact-check-false-claim-15-minute-cities-plan-confine-residents/11179132002/,2023-02-28T00:00:00Z,Social media,https://www.instagram.com/p/Cn-BBahvfVa/?utm_source=ig_embed&ig_rid=1d197fda-09a6-4d3f-b3f6-70d6e0d0e488,"By 2027 it’s over I’m calling it now. And if I’m wrong it’ll be even sooner than that not later. By 2030 it’s locked in locked in and over over.
 
 Figure out your plan now!",image,,
Greta Thunberg said climate change is a hoax,False,1,USA Today,https://www.usatoday.com/story/news/factcheck/2023/02/03/fact-check-no-greta-thunberg-did-not-say-climate-change-hoax/11171060002/,2023-01-31T00:00:00Z,Social media,https://archive.org/details/thunbergclimatehoax,.,image,,
Video shows The Weather Channel debunk climate change,False,1,USA Today,https://www.usatoday.com/story/news/factcheck/2023/01/13/fact-check-false-claim-weather-channel-debunks-climate-change/11034742002/,2022-12-30T00:00:00Z,Social media,https://www.facebook.com/permalink.php?story_fbid=pfbid0318cdGBBtt2ksTMMtYo5rwHu5bNeGUKS8JwYzNsWnPNVHTpCX1VMWRCedZT3Qi4Ehl&id=100088632640894,.,video,,
'Global warming' switched to 'climate change' because Earth wasn’t warming.,False,1,USA Today,https://www.usatoday.com/story/news/factcheck/2023/01/06/fact-check-false-claim-terms-global-warming-and-climate-change/10957295002/,2022-12-24T00:00:00Z,Social media,https://archive.org/details/globalwarmingclimatechange,.,image,,
Greta Thunberg's climate conference canceled due to subarctic temperatures,Satire,1,USA Today,https://www.usatoday.com/story/news/factcheck/2022/12/28/fact-check-satirical-claim-greta-thunbergs-canceled-conference/10956198002/,2022-12-25T00:00:00Z,Social media,https://archive.org/details/screenshot-54_202212,.,image,,
Scientists discovered greenhouse gases may not be causing recent warming,False,1,USA Today,https://www.usatoday.com/story/news/factcheck/2023/01/19/fact-check-post-misrepresents-research-global-warming-acceleration/11017767002/,2023-01-16T00:00:00Z,Social media,https://climatechangedispatch.com/new-study-greenhouse-gases-may-not-be-causing-21st-century-warming/,.,.,,
Global temperatures haven’t risen despite rise in greenhouse gas emissions,False,1,USA Today,https://www.usatoday.com/story/news/factcheck/2023/01/17/fact-check-greenhouse-gases-behind-increase-global-temperatures/11025956002/,2023-01-04T00:00:00Z,Social media,https://www.facebook.com/100064516249485/posts/539977151496155,"Not much has happened, except that world temperatures have been at a standstill for most of this century despite increasing emissions.",.,,
Oxfordshire government voted to test 'climate lockdown' in 2024,False,1,USA Today,https://www.usatoday.com/story/news/factcheck/2022/12/23/fact-check-no-uk-town-wont-introduce-climate-lockdowns-2024/10905558002/,2022-12-04T00:00:00Z,Social media,https://wattsupwiththat.com/2022/12/04/oxfordshire-council-to-trial-a-climate-lockdown-starting-2024/,.,.,,
"Climate change not caused by humans; sun, moon cause extreme heat events",False,1,USA Today,https://www.usatoday.com/story/news/factcheck/2022/12/22/fact-check-climate-change-caused-humans-and-worsens-heat-waves/10828425002/,2022-11-13T00:00:00Z,Social media,https://www.instagram.com/p/Ck7ZeVHs6Ux/,.,video,,
"Greenhouse effect is a hoax, global warming uncorrelated with CO2 levels",False,1,USA Today,https://www.usatoday.com/story/news/factcheck/2023/01/10/fact-check-global-temperatures-and-atmospheric-co-2-levels-correlated/10967204002/,2022-12-17T00:00:00Z,Social media,https://www.facebook.com/permalink.php?story_fbid=pfbid02KoyRC6pkJbeTnhdAnwkpq36EwCLLZzt7WbEAebRTB7Tb954UdA5tea73bcgVzVajl&id=100008350924447,"The greenhouse effect is a hoax.
 There is no correlation between a higher level of CO2, and higher temperature.
 The year 1998 was warmer than 2013, although the atmosphere had less CO2.",video,,
Comparing daily temperatures to 1979-2000 baseline disproves global warming,Missing Context,2,USA Today,https://www.usatoday.com/story/news/factcheck/2023/01/04/fact-check-day-day-temperature-changes-cant-disprove-global-warming-climate-crisis-enviormentalism/10963157002/,,Social media,https://www.instagram.com/p/CmpAeSwuB3w/?utm_source=ig_embed&%3Big_rid=c0f14b83-3afc-4cfc-af3c-b9751ea538c0,.,image,,
Climate activists vowed to kill millions of dogs to reduce carbon footprint,False,1,USA Today,https://www.usatoday.com/story/news/factcheck/2022/12/09/fact-check-false-claim-activists-want-kill-dogs-lower-emissions/10807102002/,,News Punch,https://thepeoplesvoice.tv/climate-activists-vow-to-slaughter-million-of-dogs-to-reduce-carbon-pawprint/,.,.,,
Animal agriculture is the biggest contributor to climate change,False,1,USA Today,https://www.usatoday.com/story/news/factcheck/2022/12/05/fact-check-fossil-fuels-no-1-climate-change-cause-not-animals/10764976002/,2022-11-20T00:00:00Z,Social media,https://www.instagram.com/p/ClML4PRJdCo/,"Our products are completely animal free AND plastic-free! Our clothing is also certified net carbon neutral, created from natural or recycled materials in fair trade factories, printed using water-based inks, and made to last.",image,,
Post implies Northern Hemisphere snow cover disproves global warming,Missing Context,2,USA Today,https://www.usatoday.com/story/news/factcheck/2022/12/12/fact-check-misleading-claim-high-snow-cover-means-no-warming/10841808002/,2022-12-03T00:00:00Z,Social media,https://www.zerohedge.com/weather/global-warming-northern-hemisphere-snow-cover-56-year-high,.,.,,
"Earth, other planets have all warmed during the last hundred years",Partly False,2,USA Today,https://www.usatoday.com/story/news/factcheck/2022/11/28/fact-check-false-claim-warming-similar-earth-other-planets/10627488002/,2022-11-25T00:00:00Z,Social media,https://www.facebook.com/100064516249485/posts/487103383450199,"""As the Earth has warmed over the last 100 years, so too have Jupiter, Neptune, Mars and Pluto.""
 Learn more: https://friendsofscience.org/pages/essay.html#WOOP",image,,
Image shows CNN headline claiming climate change will return next summer,Altered,2,USA Today,https://www.usatoday.com/story/news/factcheck/2022/09/22/fact-check-image-altered-show-cnn-headline-climate-change/10368925002/,2022-09-08T00:00:00Z,Social media users,https://twitter.com/ferryman4747/status/1566615149301334016,Climate change will be back next summer.,image,,
NASA 'admits' climate change not caused by fossil fuels,False,1,USA Today,https://www.usatoday.com/story/news/factcheck/2022/07/26/fact-check-nasa-says-modern-climate-change-fossil-fuels/10032564002/,2022-07-06T00:00:00Z,Social media users,https://www.facebook.com/198600623557681/posts/5309149582502734,Fact checkers hate this one lol,image,,
Global warming is from solar winds and changes in Earth's magnetic field,False,1,USA Today,https://www.usatoday.com/story/news/factcheck/2022/08/05/fact-check-global-warming-caused-humans-not-solar-winds/10111742002/,2022-07-17T00:00:00Z,Social media,https://archive.org/details/screenshot-8-1-22-facebook-the-watchmens-earthand-space-connection-7-17-22,.,.,,
Photo shows Glastonbury 2022 after Greta Thunberg climate change speech,False,1,USA Today,https://www.usatoday.com/story/news/factcheck/2022/07/07/fact-check-photo-shoes-glastonbury-2015-not-after-thunberg-speech/7815121001/,2022-06-27T00:00:00Z,Social media users,https://www.facebook.com/507189612678461/posts/5422021224528584,.,image,,
1922 news article about the Arctic said sea level rise would make coastal cities uninhabitable 'within a few years',False,1,USA Today,https://www.usatoday.com/story/news/factcheck/2022/07/26/fact-check-1922-news-article-reported-arctic-conditions/10144008002/,2022-06-01T00:00:00Z,Social media users,https://www.facebook.com/ken.derry.1/posts/1921316574926064,.,image,,
IPCC said 'long-term prediction of future climate states is not possible',Missing Context,2,USA Today,https://www.usatoday.com/story/news/factcheck/2022/05/23/fact-check-climate-models-reliable-ipcc-statement-misrepresented/9618298002/,2022-03-29T00:00:00Z,Social media users,https://www.facebook.com/100064516249485/posts/342355074591698,"It is hard to believe that any rational person could still believe that climate models reflect empirical measurements, given the IPCC’s statement that “long-term prediction of future climate states is not possible“. This paper provides empirical evidence supporting that IPCC statement. Even though the paper refers only to multi-thousand-year cycles, it seems reasonable to suppose that similar non-linear chaotic features apply at both longer and shorter time-scales too. There still seem to be plenty of irrational people in climate science, though.",.,,
